一级分类,二级分类,疾病,挂什么科,哪些症状,好发人群,治疗方法,治疗费用,是否传染,患病比例,治愈率,治疗周期,html
内科,血液内科,组织细胞坏死性淋巴结炎,血液科,弛张热、低热、不规则热、淋巴结肿大、腹股沟淋巴结肿大、颈部淋巴结肿大 、多形红斑样皮疹、肝脾肿大、腋区疼痛、发烧、丘疹、淋巴结疼痛,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 10000元）,否,0.0003%,80%,3-6周,https://tag.120ask.com/jibing/zzxbhsxlbjy/
内科,血液内科,重症联合免疫缺陷,儿科,腹泻、免疫缺陷、疱疹、反复感染,儿童男孩尤多见,免疫替补疗法、抗感染疗法,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 60000元）,否,0.0001%,40%,2-4月,https://tag.120ask.com/jibing/zzlhmyqx/
内科,血液内科,组织细胞增殖症,血液科,发烧、 细菌感染、 巨大颅骨缺损,儿童,放射治疗、中医药物治疗、西医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.002%,65%,2-4个月,https://tag.120ask.com/jibing/zzxbzzz/
内科,血液内科,慢性血源性骨髓炎,骨科,疼痛、表面皮肤转为红肿、热及有压痛、体温可升高12℃,成年人,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（8000-12000元）,否,1%-5%(多为急性骨髓炎治疗不彻底所致，急性骨髓炎患者中本病发病率约为1%-5%),80%,1-2个月,https://tag.120ask.com/jibing/mxxyxgsy/
内科,血液内科,冷球蛋白血症,血液科,皮肤紫癜、丘疹、皮疹呈瘀点、色素异常、膝关节疼痛、瘙痒,中年女性人群,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约1000--5000,否,0.015%,50%,3-6月,https://tag.120ask.com/jibing/lqdbxz/
内科,血液内科,贫血伴发的精神障碍,血液科,眩晕、晕厥、痴呆、意识模糊、肌肉萎缩、幻觉、精神障碍、被害妄想、无故发笑、抑郁症、发烧、控制能力丧失,贫血患者,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,否,特殊人群1-3%,95%,4-6月,https://tag.120ask.com/jibing/pxbfdjsza/
内科,血液内科,新生儿溶血症,血液科,胎儿水肿、苍白、皮肤瘀斑、胸腔积液、腹水、心音低、心率快、呼吸困难、黄疸、贫血、发热、抽搐、角弓反张,新生儿,药物治疗、手术治疗、输血治疗,根据不同医院，收费标准不一致，市三甲医院约30000--60000元,否,0.052%,70%,7-10天,https://tag.120ask.com/jibing/xserxz/
内科,血液内科,凝血因子缺乏性疾病,血液科,出血、贫血、皮下血肿,家族史成员多发,药物治疗,根据不同医院，收费标准不一致，市三甲医院约30000-50000元,否,0.002%-0.0056%,,终身治疗,https://tag.120ask.com/jibing/nxyzqfxjb/
内科,血液内科,单纯红细胞再生障碍性贫血,血液科,出血、贫血、感染,免疫功能低下者以及长期接触毒性放射性物质者,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约3-5万元,否,0.01%-0.03%,55%,8-12周,https://tag.120ask.com/jibing/zshxbzszzxpx/
内科,血液内科,噬血细胞综合症,血液内科,贫血、黄疸、营养不良,身体素质低下的人群,药物治疗，以积极治疗原发病为主,根据不同医院，收费标准不一致，市三甲医院约20000-30000元,否,0.005%-0.008%,85%,8-12周,https://tag.120ask.com/jibing/sxxbzhz/
内科,血液内科,巨核细胞白血病,血液科,贫血、出血、发热,任何年龄组,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（100000 —— 300000元）,否,0.1%,10%,3-5年,https://tag.120ask.com/jibing/jhxbbxb/
内科,血液内科,急性单核细胞白血病,血液病科,面色苍白、疲乏、出血、关节疼痛、肿胀,青壮年,药物治疗,根据不同医院，收费标准不一致，市三甲医院约10000-50000元,否,0.01%,1.5%,30天,https://tag.120ask.com/jibing/jxdhxbbxb/
内科,血液内科,急性粒细胞白血病未分化型,血液科,贫血、出血、骨痛、感染,免疫功能低下者好发以及长期接触毒性物质好发,药物治疗,根据不同医院，收费标准不一致，市三甲医院约1-5万元,否,0.035%-0.05%,40%,1-5年,https://tag.120ask.com/jibing/jxlxbbxbwfhx/
内科,血液内科,急性粒细胞白血病部分分化型,血液科,出血、贫血、黄疸、骨痛,免疫功能低下人群者多见,药物治疗,根据不同医院，收费标准不一致，市三甲医院约30000-50000元,否,0.001%-0.003%,40%,1-3年,https://tag.120ask.com/jibing/jxlxbbxbbffhx/
内科,血液内科,急性红白血病,血液内科,红细胞减少、白细胞减少、淋巴细胞减少、血小板减少、出血、胸骨压痛、贫血,长期接触毒性物质的人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约2-4万元,否,0.1-0.2%,45%,1-3年,https://tag.120ask.com/jibing/jxhbxb/
内科,血液内科,慢淋,血液科,乏力、疲倦、体力活动时气促、浅表淋巴结特别是颈部淋巴结肿大、食欲减退、消瘦、低热、盗汗,50岁以上中老年人,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 20000元）,否,0.001%,10%,30天,https://tag.120ask.com/jibing/ml/
内科,血液内科,毛细胞性白血病,血液病科,面色苍白、乏力、眩晕、心悸、出血、常表现为瘀点或瘀斑、鼻衄、齿龈出血,多见于40岁以上男性,手术治疗、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 — 10000元）,否,0.001%,0.1%,30天,https://tag.120ask.com/jibing/mxbxbxb/
内科,血液内科,淋巴细胞白血病,血液科,发热、进行性贫血、显著的出血倾向,青少年、65岁以上老年人,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（30000 —— 10000元）,否,0.01-0.05%,20--40%,1--6个月,https://tag.120ask.com/jibing/lbxbbxb/
内科,血液内科,白细胞异常色素减退综合征,儿科,眼色素层及眼底色素减少、伴畏光、眼球震颤、部分皮肤毛发白化、易反复发生重症呼吸道、皮肤的细菌感染,5岁以下儿童,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 — 10000元）,否,0.001%,0.1%,20天,https://tag.120ask.com/jibing/bxbycssjtzhz/
内科,血液内科,粒-单核细胞白血病,血液病科,皮肤损害为紫色到红褐色丘疹、结节、斑块、齿龈溃疡、坏死、出血、贫血,各年龄人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000—— 10000元）,否,0.0001%,0.1%,30天,https://tag.120ask.com/jibing/ldhxbbxb/
内科,血液内科,红细胞增多症,血液科,皮肤变红、头痛、出血,任何年龄组,药物,根据不同医院，收费标准不一致，市三甲医院约（20000 —— 100000元）,否,1%,80%,半年,https://tag.120ask.com/jibing/hxbzdz/
内科,血液内科,血小板功能不全,内科,皮肤紫癜、淤斑、鼻出血、内脏出血、女性月经过多,任何年龄,药物治疗,根据不同医院，收费标准不一致，市三甲医院约2000-10000,否,0.1%,,20天,https://tag.120ask.com/jibing/xxbgnbq/
内科,血液内科,铁粒幼红细胞性贫血,血液科,皮肤苍白、心悸、气促,青少年人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 30000元）,否,0.01%,60%,3月,https://tag.120ask.com/jibing/tlyhxbpx/
内科,血液内科,高铁血红蛋白血症,内科,皮肤、口唇粘膜、甲床呈明显紫绀、伴有头痛、乏力,长江以南,药物治疗、饮食治疗,根据不同医院，收费标准不一致，市三甲医院约1000-2000,否,0.8%,,60天,https://tag.120ask.com/jibing/gtxhdbxz/
内科,血液内科,先天性全丙种球蛋白低下血症,血液科,开始反复发生严重的化脓性细菌感染,男性婴儿,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000—— 8000元）,否,0.01%,80%,1年,https://tag.120ask.com/jibing/xtxqbzqdbdxxz/
内科,血液内科,慢性粒单核细胞白血病,血液病科,乏力、心悸、苍白、低热、感染、出血,多数60岁以后发病,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 30000元）,否,0.0001%,0.3%,30天,https://tag.120ask.com/jibing/mxldhxbbxb/
内科,血液内科,肝性血卟啉病综合征,内科,腹痛、恶心、呕吐、便秘、皮疹、伴有黄疸,中青年人,一般疗法、药物疗法、物理疗法,根据不同医院，收费标准不一致，市三甲医院约800-1000元,否,中青年的患病率0.7%,76%,40天,https://tag.120ask.com/jibing/gxxblbzhz/
内科,血液内科,母儿ABO血型不合,妇产科、儿科,孕期发生死胎、流产、新生儿发生黄疸、贫血,孕妇、新生儿,药物治疗,根据不同医院，收费标准不一致，市三甲医院约3000-5000元,否,0.001%,30%,10天,https://tag.120ask.com/jibing/meaboxxbh/
内科,血液内科,血管内皮瘤,外科,血管增生、全身性血管损害、血管硬化,成年人,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（20000 —— 30000元）,否,0.1%,80%,180天,https://tag.120ask.com/jibing/xgnpl/
内科,血液内科,脾功能亢进症,内科,脾大、出现贫血、感染、瘀点、瘀斑,任何年龄,一般疗法、药物疗法、手术疗法,根据不同医院，收费标准不一致，市三甲医院约1000-8000元,否,0.1%,89%,120天,https://tag.120ask.com/jibing/pgnkjz/
内科,血液内科,反应性组织细胞增多症,内科,高热、盗汗、体重减轻、肝脾或淋巴结肿大、皮疹,各年龄均可发病,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000—— 10000元,否,0.0001%,0.2%,30天,https://tag.120ask.com/jibing/fyxzzxbzdz/
内科,血液内科,营养性贫血,内科,皮肤干燥、毛发易折、指甲不光整、口角炎、注意力不集中、面色萎黄或苍白,儿童、孕妇,药物治疗,100-300元,否,0.3%,90%,10-20天,https://tag.120ask.com/jibing/yyxpx/
内科,感染内科,艾滋病,性病科、感染科,不明原因发热、免疫力降低、关节疼痛、淋巴结肿大、鹅口疮,性活跃人群男同性恋尤为多见,中医药物治疗、西医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（50000 —— 100000元）,是,0.00001%(男同性恋尤为多见),0.001%(只能维持治疗，现在治愈率极低。),3个月(常需终身治疗),https://tag.120ask.com/jibing/aizibing/
内科,感染内科,败血症,血液科,畏寒发热、呕吐、腹泻、腹痛、瘀点、瘀斑、猩红热样皮疹、关节肿痛、活动障碍,"营养不良,贫血，糖尿病及肝硬化的患者",药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 ——6000元）,否,0.0001%,90%,7-14天,https://tag.120ask.com/jibing/baixuezheng/
内科,感染内科,病毒性脑炎,神经内科,发烧、头痛、恶心与呕吐、腹痛、颈项强直、腹泻、嗜睡、喉咙痛、乏力,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约30000--70000元,否,人群患病概率0.0052%,,治疗周期10天,https://tag.120ask.com/jibing/bdxny/
内科,感染内科,肝病,肝病科,食欲不振、精神肢体疲倦、右上腹不适和疼痛、腹胀、恶心、黄疸,所有人群,药物治疗、食疗、保健治疗,根据不同医院，收费标准不一致，市三甲医院约10000--30000,是,0.05%,30%,1-3个月,https://tag.120ask.com/jibing/ganbing/
内科,感染内科,骨髓炎,脊柱外科,局限性骨痛、溃破、流脓、有死骨、空洞形成,青少年,手术治疗、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000-5000元）,否,0.001%,70%,10-15天,https://tag.120ask.com/jibing/gusuiyan/
内科,感染内科,细菌性肠炎,内科,发热、腹泻、里急后重,青壮年人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 8000元）,是,0.05%,80%,2-3周,https://tag.120ask.com/jibing/xjxcy/
内科,感染内科,菌血症,血液科,发烧、乏力、头痛、心跳快,有感染、免疫力差的人多见,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 20000元）,是,0.005%,,治疗周期一般在2-3个月,https://tag.120ask.com/jibing/junxuezheng/
内科,感染内科,感染,感染科,发热、疼痛、红肿、脓毒血症,免疫功能低下者,药物治疗,根据不同医院，收费标准不一致，市三甲医院约3000-5000元,否,1.5%-2.5%,90%,2-4周,https://tag.120ask.com/jibing/gr/
内科,感染内科,破伤风,感染科,喉头痉挛、角弓反张位、痉笑面容、全身骨骼肌痉挛、手术后破伤风、休克、耳源性破伤风、四肢抽搐、牙关紧闭、昏迷、角弓反张、痉挛性的肌张力增高,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,是,0.001%,30%,1-3月,https://tag.120ask.com/jibing/poshangfeng/
内科,感染内科,妊娠合并肝炎,产科、传染科,黄疸、右上腹痛、食欲下降、发烧,有输血或吸毒史的孕妇多见,中西药结合治疗,根据不同医院，收费标准不一致，市三甲医院约10000---20000元,是,0.003%--0.008%,20%,3个月~数年,https://tag.120ask.com/jibing/rshbgy/
内科,感染内科,脑膜炎,神经内科、感染科,头痛、颈部僵硬,幼儿和老年人,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000-5000元）,是,0.002%,50%,2-4个月,https://tag.120ask.com/jibing/naomoyan/
内科,感染内科,甲流,感染科,高热、畏寒、头痛、咳嗽咳痰血、喉痛、身体疼痛、呼吸困难、精神疲惫、四肢乏力,所有人群,西药治疗、中药治疗,根据不同医院，收费标准不一致，市三甲医院约10000--30000元,否,0.06%,80%,2--4周,https://tag.120ask.com/jibing/jialiu/
内科,感染内科,乙脑,传染科,高热、意识障碍、惊厥、精神萎靡、食欲不振、颈强直,所有人群,西药治疗,根据不同医院，收费标准不一致，市三甲医院约30000--60000元,否,儿童发病率约为0.002%-0.004%，农村养猪家庭多见,50-70%,3个月,https://tag.120ask.com/jibing/yinao/
内科,感染内科,衣原体感染,感染科,尿道内不适、刺痛、烧灼感、尿频、尿急、尿痛,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000--5000元）,是,0.006%,80%,14-30天,https://tag.120ask.com/jibing/yytgr/
内科,感染内科,脑炎,神经内科,发热、头痛、身痛、恶心、呕吐、乏力、意识障碍、谵妄躁动、颅神经麻痹、肢体瘫痪、不自主运动、尿便障碍、惊厥,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000—— 5000元）,是,本病在特定群中发病比例在0.05%左右,,周期一般在2-4月,https://tag.120ask.com/jibing/naoyan/
内科,感染内科,肠阿米巴病,感染科,腹部不适、大便稀薄、腹泻时每日数次、伴里急后重、大便略带脓血、时有便秘便秘、,所有人群,药物治疗、支持疗法,根据不同医院，收费标准不一致，市三甲医院约（2000 —— 4000元）,是,0.005%,70%,2-4周,https://tag.120ask.com/jibing/cambb/
